"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001771","GO:0001771","immunological synapse formation","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"CD81",1
"GO:0006241","GO:0006241","CTP biosynthetic process","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"NME2",1
"GO:0010838","GO:0010838","positive regulation of keratinocyte proliferation","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"TP63",1
"GO:0030007","GO:0030007","cellular potassium ion homeostasis","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"ATP1B1",1
"GO:0030049","GO:0030049","muscle filament sliding","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"TPM1",1
"GO:0045023","GO:0045023","G0 to G1 transition","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"CCN2",1
"GO:0045989","GO:0045989","positive regulation of striated muscle contraction","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"CCN2",1
"GO:0050667","GO:0050667","homocysteine metabolic process","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"MPST",1
"GO:0070278","GO:0070278","extracellular matrix constituent secretion","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"CCN2",1
"GO:0071481","GO:0071481","cellular response to X-ray","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0090128","GO:0090128","regulation of synapse maturation","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"CLSTN1",1
"GO:0090239","GO:0090239","regulation of histone H4 acetylation","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"MUC1",1
"GO:1902166","GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"MUC1",1
"GO:1905049","GO:1905049","negative regulation of metallopeptidase activity","1/105","14/18723",0.0757396315646576,0.283433882163903,0.248759524066527,"TIMP3",1
"GO:0072659","GO:0072659","protein localization to plasma membrane","4/105","284/18723",0.0757879519030806,0.283433882163903,0.248759524066527,"ATP1B1/PRNP/RACK1/CD81",4
"GO:0001942","GO:0001942","hair follicle development","2/105","81/18723",0.0758731213342016,0.283433882163903,0.248759524066527,"HPSE/TP63",2
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","2/105","81/18723",0.0758731213342016,0.283433882163903,0.248759524066527,"RACK1/SFRP1",2
"GO:0048144","GO:0048144","fibroblast proliferation","2/105","81/18723",0.0758731213342016,0.283433882163903,0.248759524066527,"MYC/SFRP1",2
"GO:2001021","GO:2001021","negative regulation of response to DNA damage stimulus","2/105","81/18723",0.0758731213342016,0.283433882163903,0.248759524066527,"RPS3/MUC1",2
"GO:0060537","GO:0060537","muscle tissue development","5/105","403/18723",0.0764408935418706,0.283433882163903,0.248759524066527,"EGR1/BTG2/TPM1/DSP/NR4A1",5
"GO:0001892","GO:0001892","embryonic placenta development","2/105","82/18723",0.0774945277514215,0.283433882163903,0.248759524066527,"CCN1/JUNB",2
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","2/105","82/18723",0.0774945277514215,0.283433882163903,0.248759524066527,"SFRP1/TIMP3",2
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","2/105","82/18723",0.0774945277514215,0.283433882163903,0.248759524066527,"ATP5F1B/NME2",2
"GO:0051302","GO:0051302","regulation of cell division","3/105","177/18723",0.0775531648057298,0.283433882163903,0.248759524066527,"RACK1/MYC/TP63",3
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","3/105","177/18723",0.0775531648057298,0.283433882163903,0.248759524066527,"PRNP/MYC/TFRC",3
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","2/105","83/18723",0.0791268819191686,0.283433882163903,0.248759524066527,"RPL5/RPS3",2
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","2/105","83/18723",0.0791268819191686,0.283433882163903,0.248759524066527,"RSAD2/HMGB1",2
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","2/105","83/18723",0.0791268819191686,0.283433882163903,0.248759524066527,"PRNP/SCGB1A1",2
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","3/105","179/18723",0.079602233207778,0.283433882163903,0.248759524066527,"EGR3/HMGB1/NR4A1",3
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","4/105","290/18723",0.0804212962343731,0.283433882163903,0.248759524066527,"BPIFA1/P4HB/CD81/TFRC",4
"GO:0071897","GO:0071897","DNA biosynthetic process","3/105","180/18723",0.0806356250754968,0.283433882163903,0.248759524066527,"CCN2/HNRNPA1/MYC",3
"GO:0006112","GO:0006112","energy reserve metabolic process","2/105","84/18723",0.0807700128624747,0.283433882163903,0.248759524066527,"HMGB1/MYC",2
"GO:0022404","GO:0022404","molting cycle process","2/105","84/18723",0.0807700128624747,0.283433882163903,0.248759524066527,"HPSE/TP63",2
"GO:0022405","GO:0022405","hair cycle process","2/105","84/18723",0.0807700128624747,0.283433882163903,0.248759524066527,"HPSE/TP63",2
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","2/105","84/18723",0.0807700128624747,0.283433882163903,0.248759524066527,"PRNP/SCGB1A1",2
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"RPL35",1
"GO:0002070","GO:0002070","epithelial cell maturation","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"TFCP2L1",1
"GO:0006878","GO:0006878","cellular copper ion homeostasis","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"PRNP",1
"GO:0009209","GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"NME2",1
"GO:0015671","GO:0015671","oxygen transport","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"MYC",1
"GO:0019511","GO:0019511","peptidyl-proline hydroxylation","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"P4HB",1
"GO:0021542","GO:0021542","dentate gyrus development","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"BTG2",1
"GO:0033147","GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"TP63",1
"GO:0033275","GO:0033275","actin-myosin filament sliding","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"TPM1",1
"GO:0036376","GO:0036376","sodium ion export across plasma membrane","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"ATP1B1",1
"GO:0042249","GO:0042249","establishment of planar polarity of embryonic epithelium","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0043508","GO:0043508","negative regulation of JUN kinase activity","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0045475","GO:0045475","locomotor rhythm","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"EGR1",1
"GO:0046007","GO:0046007","negative regulation of activated T cell proliferation","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"PRNP",1
"GO:0046184","GO:0046184","aldehyde biosynthetic process","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"TPI1",1
"GO:0060026","GO:0060026","convergent extension","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0060211","GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"BTG2",1
"GO:0060413","GO:0060413","atrial septum morphogenesis","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"CCN1",1
"GO:0060766","GO:0060766","negative regulation of androgen receptor signaling pathway","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0070863","GO:0070863","positive regulation of protein exit from endoplasmic reticulum","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"CD81",1
"GO:0070885","GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"PRNP",1
"GO:0071380","GO:0071380","cellular response to prostaglandin E stimulus","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0072075","GO:0072075","metanephric mesenchyme development","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"MYC",1
"GO:0072224","GO:0072224","metanephric glomerulus development","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"EGR1",1
"GO:0086069","GO:0086069","bundle of His cell to Purkinje myocyte communication","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"DSP",1
"GO:0106057","GO:0106057","negative regulation of calcineurin-mediated signaling","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"PRNP",1
"GO:1900102","GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"RACK1",1
"GO:1901836","GO:1901836","regulation of transcription of nucleolar large rRNA by RNA polymerase I","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"NCL",1
"GO:1901841","GO:1901841","regulation of high voltage-gated calcium channel activity","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"RRAD",1
"GO:2000052","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","1/105","15/18723",0.0809268323068516,0.283433882163903,0.248759524066527,"SFRP1",1
"GO:0001656","GO:0001656","metanephros development","2/105","85/18723",0.0824237511466078,0.286880801035938,0.251784758352411,"EGR1/MYC",2
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","2/105","85/18723",0.0824237511466078,0.286880801035938,0.251784758352411,"ATP5F1B/NME2",2
"GO:0055072","GO:0055072","iron ion homeostasis","2/105","85/18723",0.0824237511466078,0.286880801035938,0.251784758352411,"MYC/TFRC",2
"GO:0098773","GO:0098773","skin epidermis development","2/105","85/18723",0.0824237511466078,0.286880801035938,0.251784758352411,"HPSE/TP63",2
"GO:0009798","GO:0009798","axis specification","2/105","86/18723",0.0840879288654481,0.287980075334707,0.252749551090995,"WLS/SFRP1",2
"GO:0034103","GO:0034103","regulation of tissue remodeling","2/105","86/18723",0.0840879288654481,0.287980075334707,0.252749551090995,"TFRC/SFRP1",2
"GO:0002040","GO:0002040","sprouting angiogenesis","3/105","185/18723",0.085889886133137,0.287980075334707,0.252749551090995,"EGR3/HMGB1/NR4A1",3
"GO:0002693","GO:0002693","positive regulation of cellular extravasation","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"IL1R1",1
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"IL1R1",1
"GO:0005980","GO:0005980","glycogen catabolic process","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"HMGB1",1
"GO:0006266","GO:0006266","DNA ligation","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"HMGB1",1
"GO:0006978","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"MUC1",1
"GO:0014819","GO:0014819","regulation of skeletal muscle contraction","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"NR4A1",1
"GO:0030540","GO:0030540","female genitalia development","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"TP63",1
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"NPNT",1
"GO:0036342","GO:0036342","post-anal tail morphogenesis","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"TP63",1
"GO:0044849","GO:0044849","estrous cycle","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"EGR1",1
"GO:0046036","GO:0046036","CTP metabolic process","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"NME2",1
"GO:0051770","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"IL33",1
"GO:0060004","GO:0060004","reflex","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"NPNT",1
"GO:0060572","GO:0060572","morphogenesis of an epithelial bud","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"TP63",1
"GO:0071391","GO:0071391","cellular response to estrogen stimulus","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"SFRP1",1
"GO:0071639","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"HMGB1",1
"GO:0072109","GO:0072109","glomerular mesangium development","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"EGR1",1
"GO:0098969","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"CLSTN1",1
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"MUC1",1
"GO:1904683","GO:1904683","regulation of metalloendopeptidase activity","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"TIMP3",1
"GO:1904948","GO:1904948","midbrain dopaminergic neuron differentiation","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"SFRP1",1
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"SFRP1",1
"GO:2000651","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","1/105","16/18723",0.0860851967823588,0.287980075334707,0.252749551090995,"ATP1B1",1
"GO:0031647","GO:0031647","regulation of protein stability","4/105","298/18723",0.0868139658755947,0.2883317935883,0.253058241303686,"ATP1B1/PRNP/RPL5/CD81",4
"GO:0048511","GO:0048511","rhythmic process","4/105","298/18723",0.0868139658755947,0.2883317935883,0.253058241303686,"EGR1/EGR3/RACK1/CBX3",4
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","3/105","186/18723",0.0869579726464505,0.2883317935883,0.253058241303686,"WLS/TGM2/TFRC",3
"GO:0071478","GO:0071478","cellular response to radiation","3/105","186/18723",0.0869579726464505,0.2883317935883,0.253058241303686,"EGR1/MYC/SFRP1",3
"GO:0001843","GO:0001843","neural tube closure","2/105","88/18723",0.0874469385566562,0.2883317935883,0.253058241303686,"SFRP1/LMO4",2
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","2/105","88/18723",0.0874469385566562,0.2883317935883,0.253058241303686,"ATP5F1B/NME2",2
"GO:0030308","GO:0030308","negative regulation of cell growth","3/105","188/18723",0.0891111184911684,0.2883317935883,0.253058241303686,"RACK1/BTG1/SFRP1",3
